instance_idx,condition,generator,judge,has_nle,is_placebo,placebo_source_idx,WeekEndDate,Prediction,TrueValue,PctError,true_bucket,predicted_bucket,correct,confidence,reasoning,raw_response,Duration_s,retries
19,Baseline,none,deepseek,False,False,,2010-02-22 00:00:00,209.96017456054688,229.4187,-8.481664938147206,medium,medium,1,3,"The model's MAE of 20.55 corresponds to about 9.8% error for this prediction, which falls in the medium range, and the features do not suggest an outlier.","{
  ""error_bucket"": ""medium"",
  ""confidence"": 3,
  ""reasoning"": ""The model's MAE of 20.55 corresponds to about 9.8% error for this prediction, which falls in the medium range, and the features do not suggest an outlier.""
}",64.64,0
25,Placebo_NLE,deepseek,deepseek,True,True,24.0,2010-04-05 00:00:00,210.51416015625,196.34673333333333,7.215514402709696,medium,medium,1,4,"The model's MAE of 20.55 kWh relative to the prediction of 210.51 kWh implies an expected absolute percentage error of approximately 9.8%, which falls within the medium error range.","{  ""error_bucket"": ""medium"",
  ""confidence"": 4,
  ""reasoning"": ""The model's MAE of 20.55 kWh relative to the prediction of 210.51 kWh implies an expected absolute percentage error of approximately 9.8%, which falls within the medium error range.""
}",75.76,0
19,Real_NLE,gpt,deepseek,True,False,,2010-02-22 00:00:00,209.96017456054688,229.4187,-8.481664938147206,medium,medium,1,4,"The model's MAE of 20.550 kWh corresponds to approximately 9.8% error for this prediction, which falls within the medium error bucket.","{
  ""error_bucket"": ""medium"",
  ""confidence"": 4,
  ""reasoning"": ""The model's MAE of 20.550 kWh corresponds to approximately 9.8% error for this prediction, which falls within the medium error bucket.""
}",72.17,0
19,Placebo_NLE,deepseek,deepseek,True,True,9.0,2010-02-22 00:00:00,209.96017456054688,229.4187,-8.481664938147206,medium,medium,1,4,"The model's MAE (~21 kWh) suggests a typical absolute percentage error of ~10% (medium bucket) for a prediction of ~210 kWh, with no unusual features indicating higher uncertainty.","{  ""error_bucket"": ""medium"",
  ""confidence"": 4,
  ""reasoning"": ""The model's MAE (~21 kWh) suggests a typical absolute percentage error of ~10% (medium bucket) for a prediction of ~210 kWh, with no unusual features indicating higher uncertainty.""
}",35.96,0
19,Placebo_NLE,gpt,deepseek,True,True,57.0,2010-02-22 00:00:00,209.96017456054688,229.4187,-8.481664938147206,medium,medium,1,4,"The model's MAE of 20.55 translates to ~9.8% error relative to this prediction (209.96 kWh), falling squarely in the medium (5-15%) bucket, supported by moderate R² and typical SHAP contributions indicating no extreme anomalies.","{
  ""error_bucket"": ""medium"",
  ""confidence"": 4,
  ""reasoning"": ""The model's MAE of 20.55 translates to ~9.8% error relative to this prediction (209.96 kWh), falling squarely in the medium (5-15%) bucket, supported by moderate R² and typical SHAP contributions indicating no extreme anomalies.""
}",101.75,0
36,Real_NLE,deepseek,deepseek,True,False,,2010-06-21 00:00:00,156.17913818359375,168.36753333333334,-7.239160014068186,medium,medium,1,3,"Based on the model's mean absolute error of 20.550 kWh, the expected absolute percentage error for this prediction of 156.18 kWh is approximately 13%, which falls within the medium error bucket.","{
  ""error_bucket"": ""medium"",
  ""confidence"": 3,
  ""reasoning"": ""Based on the model's mean absolute error of 20.550 kWh, the expected absolute percentage error for this prediction of 156.18 kWh is approximately 13%, which falls within the medium error bucket.""
}",67.1,0
36,Real_NLE,gpt,deepseek,True,False,,2010-06-21 00:00:00,156.17913818359375,168.36753333333334,-7.239160014068186,medium,medium,1,3,"Based on the model's MAE of 20.550 relative to the prediction of 156.18, the expected absolute percentage error is approximately 13%, which falls within the medium range.","{
  ""error_bucket"": ""medium"",
  ""confidence"": 3,
  ""reasoning"": ""Based on the model's MAE of 20.550 relative to the prediction of 156.18, the expected absolute percentage error is approximately 13%, which falls within the medium range.""
}",80.15,0
36,Baseline,none,deepseek,False,False,,2010-06-21 00:00:00,156.17913818359375,168.36753333333334,-7.239160014068186,medium,medium,1,4,"The model's MAE of 20.55 kWh corresponds to approximately 13% error relative to the prediction of 156.18, which falls within the medium error bucket.","{  ""error_bucket"": ""medium"",
  ""confidence"": 4,
  ""reasoning"": ""The model's MAE of 20.55 kWh corresponds to approximately 13% error relative to the prediction of 156.18, which falls within the medium error bucket.""
}",60.97,1
36,Placebo_NLE,deepseek,deepseek,True,True,53.0,2010-06-21 00:00:00,156.17913818359375,168.36753333333334,-7.239160014068186,medium,medium,1,4,"Based on the model's MAE of 20.55 kWh and the prediction of 156.18 kWh, the expected absolute percentage error is approximately 13%, which falls within the 5% to 15% range.","{
  ""error_bucket"": ""medium"",
  ""confidence"": 4,
  ""reasoning"": ""Based on the model's MAE of 20.55 kWh and the prediction of 156.18 kWh, the expected absolute percentage error is approximately 13%, which falls within the 5% to 15% range.""
}",99.45,0
36,Placebo_NLE,gpt,deepseek,True,True,12.0,2010-06-21 00:00:00,156.17913818359375,168.36753333333334,-7.239160014068186,medium,medium,1,3,"Based on the model's MAE of 20.55 kWh and typical consumption around 175 kWh from lag values, the expected absolute percentage error is approximately 12%, which falls within the medium bucket.","{  ""error_bucket"": ""medium"",
  ""confidence"": 3,
  ""reasoning"": ""Based on the model's MAE of 20.55 kWh and typical consumption around 175 kWh from lag values, the expected absolute percentage error is approximately 12%, which falls within the medium bucket.""
}",102.24,0
12,Real_NLE,gpt,deepseek,True,False,,2010-01-04 00:00:00,244.41329956054688,215.57705,13.376307710188474,medium,medium,1,4,"The model's MAE of ~20.55 kWh corresponds to ~8.4% error relative to this prediction (244.41 kWh), falling squarely in the medium bucket (5-15%).","{
  ""error_bucket"": ""medium"",
  ""confidence"": 4,
  ""reasoning"": ""The model's MAE of ~20.55 kWh corresponds to ~8.4% error relative to this prediction (244.41 kWh), falling squarely in the medium bucket (5-15%).""
}",22.75,0
12,Real_NLE,deepseek,deepseek,True,False,,2010-01-04 00:00:00,244.41329956054688,215.57705,13.376307710188474,medium,medium,1,4,"The MAE of 20.55 translates to ~8.4% error relative to the prediction (244.41 kWh), aligning with the medium bucket (5-15%), and SHAP values indicate stable drivers without obvious anomalies.","{
  ""error_bucket"": ""medium"",
  ""confidence"": 4,
  ""reasoning"": ""The MAE of 20.55 translates to ~8.4% error relative to the prediction (244.41 kWh), aligning with the medium bucket (5-15%), and SHAP values indicate stable drivers without obvious anomalies.""
}",52.16,0
12,Placebo_NLE,gpt,deepseek,True,True,24.0,2010-01-04 00:00:00,244.41329956054688,215.57705,13.376307710188474,medium,medium,1,4,"The model's MAE of 20.55 units translates to about 8.4% error relative to the prediction of 244.41, which falls within the medium error range.","{  ""error_bucket"": ""medium"",
  ""confidence"": 4,
  ""reasoning"": ""The model's MAE of 20.55 units translates to about 8.4% error relative to the prediction of 244.41, which falls within the medium error range.""
}",73.17,0
12,Placebo_NLE,deepseek,deepseek,True,True,18.0,2010-01-04 00:00:00,244.41329956054688,215.57705,13.376307710188474,medium,medium,1,4,"The model's MAE (20.55) and RMSE (25.035) suggest an average absolute error of ~8-10% for this prediction (~244 kWh), aligning with the medium bucket (5-15%), and no unusual feature values indicate deviations from typical errors.","{  ""error_bucket"": ""medium"",
  ""confidence"": 4,
  ""reasoning"": ""The model's MAE (20.55) and RMSE (25.035) suggest an average absolute error of ~8-10% for this prediction (~244 kWh), aligning with the medium bucket (5-15%), and no unusual feature values indicate deviations from typical errors.""
}",53.44,0
14,Real_NLE,gpt,deepseek,True,False,,2010-01-18 00:00:00,242.5850524902344,258.8346,-6.277965739420327,medium,medium,1,4,"The MAE of 20.55 corresponds to ~8.47% error relative to the prediction (20.55/242.59), aligned with medium bucket, and the SHAP/base value analysis shows typical drivers without extreme anomalies.","{  ""error_bucket"": ""medium"",
  ""confidence"": 4,
  ""reasoning"": ""The MAE of 20.55 corresponds to ~8.47% error relative to the prediction (20.55/242.59), aligned with medium bucket, and the SHAP/base value analysis shows typical drivers without extreme anomalies.""
}",22.68,0
12,Baseline,none,deepseek,False,False,,2010-01-04 00:00:00,244.41329956054688,215.57705,13.376307710188474,medium,medium,1,3,"Based on the model's MAE of 20.55 kWh and the prediction of 244.41 kWh, the typical absolute percentage error is around 8.4%, which falls within the medium bucket.","{  ""error_bucket"": ""medium"",
  ""confidence"": 3,
  ""reasoning"": ""Based on the model's MAE of 20.55 kWh and the prediction of 244.41 kWh, the typical absolute percentage error is around 8.4%, which falls within the medium bucket.""
}",102.97,0
14,Baseline,none,deepseek,False,False,,2010-01-18 00:00:00,242.5850524902344,258.8346,-6.277965739420327,medium,medium,1,3,"The model's MAE of 20.55 kWh corresponds to approximately 8.5% error relative to this prediction, which falls within the medium error bucket, and there are no specific indicators of unusually high or low error for this instance.","{  ""error_bucket"": ""medium"",
  ""confidence"": 3,
  ""reasoning"": ""The model's MAE of 20.55 kWh corresponds to approximately 8.5% error relative to this prediction, which falls within the medium error bucket, and there are no specific indicators of unusually high or low error for this instance.""
}",75.04,0
14,Real_NLE,deepseek,deepseek,True,False,,2010-01-18 00:00:00,242.5850524902344,258.8346,-6.277965739420327,medium,medium,1,4,"Based on the model's MAE of 20.55 kWh and the prediction of 242.59 kWh, the typical absolute percentage error is around 8.5%, which falls in the medium error bucket.","{  ""error_bucket"": ""medium"",
  ""confidence"": 4,
  ""reasoning"": ""Based on the model's MAE of 20.55 kWh and the prediction of 242.59 kWh, the typical absolute percentage error is around 8.5%, which falls in the medium error bucket.""
}",68.4,0
14,Placebo_NLE,deepseek,deepseek,True,True,55.0,2010-01-18 00:00:00,242.5850524902344,258.8346,-6.277965739420327,medium,medium,1,4,"The model's MAE (20.55 kWh) and typical error ranges suggest a ~8–10% error relative to the prediction magnitude (242.59 kWh), aligning with the medium bucket.","{
  ""error_bucket"": ""medium"",
  ""confidence"": 4,
  ""reasoning"": ""The model's MAE (20.55 kWh) and typical error ranges suggest a ~8–10% error relative to the prediction magnitude (242.59 kWh), aligning with the medium bucket.""
}",89.84,0
35,Baseline,none,deepseek,False,False,,2010-06-14 00:00:00,154.0137939453125,174.15641666666667,-11.565822900402754,medium,medium,1,3,"The model's MAE of 20.55 kWh corresponds to approximately 13% relative error for this prediction, which falls within the medium error bucket.","{  ""error_bucket"": ""medium"",
  ""confidence"": 3,
  ""reasoning"": ""The model's MAE of 20.55 kWh corresponds to approximately 13% relative error for this prediction, which falls within the medium error bucket.""
}",77.55,0
35,Real_NLE,gpt,deepseek,True,False,,2010-06-14 00:00:00,154.0137939453125,174.15641666666667,-11.565822900402754,medium,medium,1,4,"The model's MAE of 20.55 kWh indicates a typical absolute error around 13% for this prediction of 154.01 kWh, which falls within the 5-15% medium error bucket.","{
  ""error_bucket"": ""medium"",
  ""confidence"": 4,
  ""reasoning"": ""The model's MAE of 20.55 kWh indicates a typical absolute error around 13% for this prediction of 154.01 kWh, which falls within the 5-15% medium error bucket.""
}",81.47,0
14,Placebo_NLE,gpt,deepseek,True,True,48.0,2010-01-18 00:00:00,242.5850524902344,258.8346,-6.277965739420327,medium,medium,1,4,"Based on the model's MAE of 20.55 kWh and the prediction of 242.59 kWh, the expected absolute percentage error is approximately 8.5%, which falls into the medium bucket.","{  ""error_bucket"": ""medium"",
  ""confidence"": 4,
  ""reasoning"": ""Based on the model's MAE of 20.55 kWh and the prediction of 242.59 kWh, the expected absolute percentage error is approximately 8.5%, which falls into the medium bucket.""
}",82.04,1
35,Placebo_NLE,gpt,deepseek,True,True,47.0,2010-06-14 00:00:00,154.0137939453125,174.15641666666667,-11.565822900402754,medium,medium,1,4,"Based on the model's MAE of 20.55 kWh and the prediction of 154.01 kWh, the likely absolute percentage error is around 13%, which falls within the medium error bucket of 5% to 15%.","{  ""error_bucket"": ""medium"",
  ""confidence"": 4,
  ""reasoning"": ""Based on the model's MAE of 20.55 kWh and the prediction of 154.01 kWh, the likely absolute percentage error is around 13%, which falls within the medium error bucket of 5% to 15%.""
}",109.58,0
35,Placebo_NLE,deepseek,deepseek,True,True,4.0,2010-06-14 00:00:00,154.0137939453125,174.15641666666667,-11.565822900402754,medium,medium,1,3,"Based on the model's MAE of 20.55 kWh and the prediction of 154.01 kWh, the expected absolute percentage error is approximately 13.3%, which falls into the medium bucket.","{  ""error_bucket"": ""medium"",
  ""confidence"": 3,
  ""reasoning"": ""Based on the model's MAE of 20.55 kWh and the prediction of 154.01 kWh, the expected absolute percentage error is approximately 13.3%, which falls into the medium bucket.""
}",112.63,0
52,Real_NLE,gpt,deepseek,True,False,,2010-10-11 00:00:00,193.8168029785156,195.39606666666663,-0.8082371948894582,small,medium,0,4,"The model's MAE of ~20.55 corresponds to an absolute percentage error of ~10.6% relative to the predicted value, aligning with the medium bucket, and SHAP analysis indicates influential but partially conflicting lag patterns.","{
  ""error_bucket"": ""medium"",
  ""confidence"": 4,
  ""reasoning"": ""The model's MAE of ~20.55 corresponds to an absolute percentage error of ~10.6% relative to the predicted value, aligning with the medium bucket, and SHAP analysis indicates influential but partially conflicting lag patterns.""
}",29.32,0
52,Real_NLE,deepseek,deepseek,True,False,,2010-10-11 00:00:00,193.8168029785156,195.39606666666663,-0.8082371948894582,small,medium,0,4,"The model's MAE of 20.55 kWh corresponds to approximately 10.6% error relative to the prediction, placing it in the medium error bucket.","{
  ""error_bucket"": ""medium"",
  ""confidence"": 4,
  ""reasoning"": ""The model's MAE of 20.55 kWh corresponds to approximately 10.6% error relative to the prediction, placing it in the medium error bucket.""
}",60.12,0
52,Placebo_NLE,gpt,deepseek,True,True,17.0,2010-10-11 00:00:00,193.8168029785156,195.39606666666663,-0.8082371948894582,small,medium,0,4,"Based on the model's MAE of 20.55 kWh and the prediction of 193.82 kWh, the expected absolute percentage error is approximately 10.6%, which falls into the medium error bucket.","{
  ""error_bucket"": ""medium"",
  ""confidence"": 4,
  ""reasoning"": ""Based on the model's MAE of 20.55 kWh and the prediction of 193.82 kWh, the expected absolute percentage error is approximately 10.6%, which falls into the medium error bucket.""
}",102.2,0
52,Baseline,none,deepseek,False,False,,2010-10-11 00:00:00,193.8168029785156,195.39606666666663,-0.8082371948894582,small,medium,0,3,"The model's mean absolute error of 20.55 corresponds to approximately 10.6% error for this prediction, which aligns with the medium error bucket.","{
  ""error_bucket"": ""medium"",
  ""confidence"": 3,
  ""reasoning"": ""The model's mean absolute error of 20.55 corresponds to approximately 10.6% error for this prediction, which aligns with the medium error bucket.""
}",93.91,1
52,Placebo_NLE,deepseek,deepseek,True,True,3.0,2010-10-11 00:00:00,193.8168029785156,195.39606666666663,-0.8082371948894582,small,medium,0,4,"The model's MAE (20.55 kWh) corresponds to ~10.6% error relative to this prediction (193.82 kWh), and the R² (0.686) indicates moderate unexplained variance despite strong lag_1 influence.","{  ""error_bucket"": ""medium"",
  ""confidence"": 4,
  ""reasoning"": ""The model's MAE (20.55 kWh) corresponds to ~10.6% error relative to this prediction (193.82 kWh), and the R² (0.686) indicates moderate unexplained variance despite strong lag_1 influence.""
}",52.48,0
41,Real_NLE,gpt,deepseek,True,False,,2010-07-26 00:00:00,124.9712371826172,119.94703333333334,4.188685380255771,small,large,0,4,"The MAE of 20.55 corresponds to ~16.4% error for this prediction (20.55/124.97), placing it in the large bucket, and RMSE (25.035) suggests even larger potential errors.","{  ""error_bucket"": ""large"",
  ""confidence"": 4,
  ""reasoning"": ""The MAE of 20.55 corresponds to ~16.4% error for this prediction (20.55/124.97), placing it in the large bucket, and RMSE (25.035) suggests even larger potential errors.""
}",20.26,0
41,Real_NLE,deepseek,deepseek,True,False,,2010-07-26 00:00:00,124.9712371826172,119.94703333333334,4.188685380255771,small,large,0,4,"The model's MAE of 20.55 kWh translates to about 16.4% absolute percentage error for this prediction, which falls within the large error bucket.","{  ""error_bucket"": ""large"",
  ""confidence"": 4,
  ""reasoning"": ""The model's MAE of 20.55 kWh translates to about 16.4% absolute percentage error for this prediction, which falls within the large error bucket.""
}",49.93,0
35,Real_NLE,deepseek,deepseek,True,False,,2010-06-14 00:00:00,154.0137939453125,174.15641666666667,-11.565822900402754,medium,medium,1,4,"Based on the model's MAE of 20.550 kWh and the prediction of 154.01 kWh, the expected absolute percentage error is approximately 13.34%, which falls within the medium error bucket of 5% to 15%.","{  ""error_bucket"": ""medium"",
  ""confidence"": 4,
  ""reasoning"": ""Based on the model's MAE of 20.550 kWh and the prediction of 154.01 kWh, the expected absolute percentage error is approximately 13.34%, which falls within the medium error bucket of 5% to 15%.""
}",73.81,2
41,Baseline,none,deepseek,False,False,,2010-07-26 00:00:00,124.9712371826172,119.94703333333334,4.188685380255771,small,large,0,4,"The model's MAE of 20.55 translates to approximately 16.4% error relative to this prediction (124.97 kWh), falling into the large bucket, supported by moderate R² indicating significant unexplained variance.","{  ""error_bucket"": ""large"",
  ""confidence"": 4,
  ""reasoning"": ""The model's MAE of 20.55 translates to approximately 16.4% error relative to this prediction (124.97 kWh), falling into the large bucket, supported by moderate R² indicating significant unexplained variance.""
}",97.33,0
41,Placebo_NLE,gpt,deepseek,True,True,31.0,2010-07-26 00:00:00,124.9712371826172,119.94703333333334,4.188685380255771,small,large,0,4,"The model's MAE (20.55 kWh) translates to ~16.4% error relative to this prediction (124.97 kWh), falling into the large bucket, and the SHAP analysis indicates significant downward adjustments that might amplify errors if actual consumption deviates from recent trends.","{
  ""error_bucket"": ""large"",
  ""confidence"": 4,
  ""reasoning"": ""The model's MAE (20.55 kWh) translates to ~16.4% error relative to this prediction (124.97 kWh), falling into the large bucket, and the SHAP analysis indicates significant downward adjustments that might amplify errors if actual consumption deviates from recent trends.""
}",88.6,0
41,Placebo_NLE,deepseek,deepseek,True,True,0.0,2010-07-26 00:00:00,124.9712371826172,119.94703333333334,4.188685380255771,small,large,0,3,"The model's MAE (20.55) suggests an average error of ~16.4% relative to this prediction (124.97 kWh), placing it in the large bucket, with RMSE indicating potential for larger errors.","{
  ""error_bucket"": ""large"",
  ""confidence"": 3,
  ""reasoning"": ""The model's MAE (20.55) suggests an average error of ~16.4% relative to this prediction (124.97 kWh), placing it in the large bucket, with RMSE indicating potential for larger errors.""
}",73.83,0
6,Baseline,none,deepseek,False,False,,2009-11-23 00:00:00,235.9180145263672,236.70476666666667,-0.3323769738052665,small,medium,0,4,"The model's MAE of 20.55 kWh corresponds to approximately 8.7% error for this prediction, which falls within the medium error bucket, and the instance features do not indicate any unusual circumstances that would suggest a significantly larger or smaller error.","{
  ""error_bucket"": ""medium"",
  ""confidence"": 4,
  ""reasoning"": ""The model's MAE of 20.55 kWh corresponds to approximately 8.7% error for this prediction, which falls within the medium error bucket, and the instance features do not indicate any unusual circumstances that would suggest a significantly larger or smaller error.""
}",68.92,0
6,Real_NLE,gpt,deepseek,True,False,,2009-11-23 00:00:00,235.9180145263672,236.70476666666667,-0.3323769738052665,small,medium,0,4,"The MAE (20.55) is ~8.7% of the predicted value (235.92), aligning with medium error, and model metrics (R²=0.686) suggest moderate but imperfect accuracy.","{
  ""error_bucket"": ""medium"",
  ""confidence"": 4,
  ""reasoning"": ""The MAE (20.55) is ~8.7% of the predicted value (235.92), aligning with medium error, and model metrics (R²=0.686) suggest moderate but imperfect accuracy.""
}",44.93,0
6,Real_NLE,deepseek,deepseek,True,False,,2009-11-23 00:00:00,235.9180145263672,236.70476666666667,-0.3323769738052665,small,medium,0,5,"The model's MAE (20.55) and explanation's error range (~20-25 kWh) correspond to 8.5%-10.6% error for this prediction (235.92 kWh), solidly in the medium bucket.","{
  ""error_bucket"": ""medium"",
  ""confidence"": 5,
  ""reasoning"": ""The model's MAE (20.55) and explanation's error range (~20-25 kWh) correspond to 8.5%-10.6% error for this prediction (235.92 kWh), solidly in the medium bucket.""
}",35.59,0
42,Real_NLE,gpt,deepseek,True,False,,2010-08-02 00:00:00,114.34907531738281,76.25233333333334,49.96141143315763,very_large,large,0,4,"The model's MAE (20.55) and RMSE (25.035) indicate an average error of ~18-22% of the predicted value (114.35 kWh), placing it firmly in the large error bucket based on percentage error calculations.","{
  ""error_bucket"": ""large"",
  ""confidence"": 4,
  ""reasoning"": ""The model's MAE (20.55) and RMSE (25.035) indicate an average error of ~18-22% of the predicted value (114.35 kWh), placing it firmly in the large error bucket based on percentage error calculations.""
}",18.93,0
42,Real_NLE,deepseek,deepseek,True,False,,2010-08-02 00:00:00,114.34907531738281,76.25233333333334,49.96141143315763,very_large,large,0,4,"The model's MAE of 20.55 kWh translates to ~18% error relative to this prediction (114.35 kWh), placing it in the large bucket (15-30%), supported by the explicit error range of 94-134 kWh mentioned in the explanation.","{
  ""error_bucket"": ""large"",
  ""confidence"": 4,
  ""reasoning"": ""The model's MAE of 20.55 kWh translates to ~18% error relative to this prediction (114.35 kWh), placing it in the large bucket (15-30%), supported by the explicit error range of 94-134 kWh mentioned in the explanation.""
}",29.77,0
6,Placebo_NLE,deepseek,deepseek,True,True,25.0,2009-11-23 00:00:00,235.9180145263672,236.70476666666667,-0.33237697380526654,small,medium,0,4,"The model's mean absolute error of 20.55 kWh corresponds to approximately 8.7% error for this prediction, placing it in the medium error bucket.","{
  ""error_bucket"": ""medium"",
  ""confidence"": 4,
  ""reasoning"": ""The model's mean absolute error of 20.55 kWh corresponds to approximately 8.7% error for this prediction, placing it in the medium error bucket.""
}",75.46,0
6,Placebo_NLE,gpt,deepseek,True,True,37.0,2009-11-23 00:00:00,235.9180145263672,236.70476666666667,-0.33237697380526654,small,medium,0,4,"The model's MAE (20.55) suggests typical absolute errors around 8-10% of the predicted value (235.92), aligning with medium error range, supported by moderate R² (0.686) and SHAP-driven feature contributions.","{  ""error_bucket"": ""medium"",
  ""confidence"": 4,
  ""reasoning"": ""The model's MAE (20.55) suggests typical absolute errors around 8-10% of the predicted value (235.92), aligning with medium error range, supported by moderate R² (0.686) and SHAP-driven feature contributions.""
}",93.59,0
42,Baseline,none,deepseek,False,False,,2010-08-02 00:00:00,114.34907531738281,76.25233333333334,49.96141143315763,very_large,large,0,4,"The model's mean absolute error of 20.55 kWh corresponds to approximately 18% error for this prediction value, placing it within the large error bucket.","{
  ""error_bucket"": ""large"",
  ""confidence"": 4,
  ""reasoning"": ""The model's mean absolute error of 20.55 kWh corresponds to approximately 18% error for this prediction value, placing it within the large error bucket.""
}",103.26,0
42,Placebo_NLE,deepseek,deepseek,True,True,21.0,2010-08-02 00:00:00,114.34907531738281,76.25233333333334,49.96141143315763,very_large,large,0,4,"The model's MAE (20.55) and expected range (131–171 kWh) suggest an absolute error of ~36.65 kWh (24% error) if actual consumption aligns with the midpoint (151 kWh), falling into the large bucket.","{
  ""error_bucket"": ""large"",
  ""confidence"": 4,
  ""reasoning"": ""The model's MAE (20.55) and expected range (131–171 kWh) suggest an absolute error of ~36.65 kWh (24% error) if actual consumption aligns with the midpoint (151 kWh), falling into the large bucket.""
}",49.94,1
42,Placebo_NLE,gpt,deepseek,True,True,47.0,2010-08-02 00:00:00,114.34907531738281,76.25233333333334,49.96141143315763,very_large,large,0,3,"Based on the model's MAE of 20.550 kWh and the prediction of 114.35 kWh, the typical absolute percentage error is estimated to be around 18%, which falls within the large error bucket.","{
  ""error_bucket"": ""large"",
  ""confidence"": 3,
  ""reasoning"": ""Based on the model's MAE of 20.550 kWh and the prediction of 114.35 kWh, the typical absolute percentage error is estimated to be around 18%, which falls within the large error bucket.""
}",101.45,1
